Solids,Chloramines,Conductivity,Organic_carbon,Trihalomethanes,Potability
0.46175772820297123,0.521043628738298,0.8043347884954908,0.28074221151145745,0.7430112060063156,0
0.41300537465098475,0.43692760839011663,0.867709313710346,0.5493323034460802,0.3825231563215044,0
0.4418671579624221,0.7709596335703461,0.48121065504721655,0.6438168638968351,0.5011619702871286,0
0.48943783466300766,0.6170698869347002,0.35848387387438657,0.7315457981608167,0.8999737597329973,0
0.3983189174943006,0.4257141910725812,0.43642334076147177,0.34668331112405565,0.09646565421204739,0
0.6412549906854073,0.5519919274798064,0.17486151486047313,0.1699513977923443,0.3659316848639464,0
0.6412781978024555,0.5480122996375181,0.18192204160619346,0.47153903470047326,0.714942675232668,0
0.3011667294407939,0.1747963879455698,0.6054049651071776,0.39175601049922965,0.45858111470250945,0
0.31500549375000547,0.5847931311201642,0.41638588291140993,0.4109051337947163,0.35430394674251725,0
0.7248058123090547,0.5527296713011209,0.49624045783251686,0.5720940730188981,0.6460057638208947,0
0.416109241387698,0.6235278134206954,0.36032836570109544,0.5127236941180773,0.6195045397031691,0
0.4152781597886246,0.053742488085878726,0.32399535510159844,0.5912707926707841,0.654949955284104,0
0.6092838574168623,0.4626036085131126,0.3950655228017201,0.7838222662581289,0.6197876963698417,0
0.6331189363462983,0.2392526791891622,0.5389576237857925,0.4401275736662313,0.5467800567625707,0
0.9190838234897807,0.8157031286413297,0.6988491179548335,0.34564826756557804,0.6028768635318691,0
0.6916010654165583,0.8745493719361086,0.25175656556019416,0.8412426581017576,0.386315071807071,0
0.5350693254148542,0.4710493212565566,0.6128719502430402,0.44902585485272367,0.5603845192867354,0
0.5709128357680301,0.15830888122015246,0.5949970972158583,0.3998887101249739,0.4585689838384626,0
0.49591518108679483,0.9047975063627589,0.7832920029649388,0.6137729405175294,0.2538293354212657,0
0.6907836498112057,0.33870584151718924,0.7142133700744338,0.7006432302926275,0.6260461456123889,0
0.37865426230612553,0.3068655179893028,0.520352997090149,0.4938850448855073,0.42398259407952116,0
0.47024338256553444,0.4826012375093048,0.5385884438475519,0.6292911014010549,0.7805239300572768,0
0.3822492112511932,0.8697496399298394,0.6015604252462305,0.32979101946231365,0.3896105550275876,0
0.47139838212938806,0.6944358589782138,0.4694218937048528,0.5336645407666774,0.6590303488702507,0
0.7467350498949226,0.7085036307898076,0.532616165739825,0.4724458685496478,0.07632147756155472,0
0.2910800660267699,0.5977300989461476,0.2159393971550762,0.4122186863341943,0.30266778848131876,0
0.587439375059354,0.5716235464652692,0.3611752521962159,0.2790170325573081,0.34348216191263586,0
0.3354837368092247,0.7419854452799668,0.8032172659983721,0.6270318305055329,0.3395765713866988,0
0.33554726992944756,0.3558979502696988,0.31156794528324067,0.14325390963539164,0.5613320180840531,0
0.43664176116368797,0.45239750617486446,0.5571225344369526,0.6455179016654626,0.27380609980068765,0
0.49639620856957517,0.6299943652021982,0.4687485641949866,0.4212375006670444,0.4930895340431581,0
0.7271345923254244,0.46358124518188654,0.4665231707835113,0.2731902671564554,0.24332435707575,0
0.3263207729890976,0.2901495295730278,0.4044239639313178,0.380739893147719,0.732309593325494,0
0.4353481609291664,0.3642510791433609,0.5325330101302923,0.31357035340484724,0.29915698017677345,0
0.5511018856052926,0.29816933365555937,0.5660462464178375,0.20544455521840793,0.5855124235582303,0
0.44260549399951327,0.3427518965357322,0.5001153365220292,0.9572271794856617,0.3448425835747924,0
0.5495601147398065,0.3705631931975322,0.43302169164202026,0.6216218899138841,0.07748208539515061,0
0.2567700509479537,0.17939824494328732,0.327731302241874,0.7260829405354889,0.22202287552714656,0
0.36854071958831486,0.608783995305366,0.29606426146944936,0.2695923806519022,0.4206581953079906,0
0.6419689919893644,0.4595430493951333,0.2892166902910162,0.32065839970154314,0.4978459700421794,0
0.4792872766853951,0.1960908845734986,0.44869465529853864,0.744510522050422,0.5069499681721255,0
0.7959478077144905,0.5063876189237688,0.6720038259854477,0.6030912180408317,0.6318524600447069,0
0.2313087056075022,0.16210858427111924,0.42039714393213096,0.4433182048445435,0.7477129979365258,0
0.34823602697591655,0.3022766117427253,0.27097657627585553,0.264576474393817,0.6428639599481774,0
0.7690913028457148,0.3972940472571796,0.5959165929920727,0.7406598222431213,0.5715097166326308,0
0.47856083727347326,0.21933491975928382,0.45041033574655337,0.4703431940053359,0.28378651891074375,0
0.6129143601186053,0.488915095320053,0.40400991282994786,0.6054007848711616,0.610610730950389,0
0.44101554339846993,0.22514938294932202,0.7636762512203101,0.3122016225115402,0.5635594850369607,0
0.261657936840959,0.5122625923943447,0.723167578626136,0.7225253867868973,0.28030663749493406,0
0.48414212338792995,0.4819622279070787,0.5653727449908601,0.6222298823693684,0.12296631242758871,0
0.6833905089403179,0.7840204126320198,0.45030605549289743,0.5915476489173197,0.503524326552484,0
0.6419534179206906,0.6453388802204274,0.6202882918014794,0.03659172729171023,0.17985926705851424,0
0.5414426744965684,0.5121828181861265,0.4517690818342109,0.16082105156065063,0.8892245732143813,0
0.3754150425832838,0.6520191831030646,0.35344854060536496,0.4174971367775688,0.5634371081624541,0
0.45647753320049533,0.633259781904681,0.19640217259301912,0.6300309213086865,0.421238323607194,0
0.7178623291819619,0.4824150382512801,0.15042499147200167,0.24013907226068404,0.4696884794713099,0
0.798728059921989,0.71213352570852,0.21018863960805484,0.6470876448625633,,0
0.5489401507097048,0.6388991689533967,0.43627831350734164,0.3927046528856299,0.2897807966408333,0
0.7293465183229388,0.4241503671936138,0.4759622867056736,0.3221409379762464,0.6405392211822192,0
0.4848509460164031,0.593624921444941,0.3559146434972866,0.5355117418361488,0.47122576264658594,0
0.2821822798971642,0.16709379339118696,0.2920933597641882,0.5977397306240475,0.3069185668896118,0
0.5558999551751579,0.33596305884241456,0.6643406127303004,0.6672656890863982,0.3197876516128621,0
0.14487249160024024,0.07866238518296842,0.5021238461845796,0.24828026830168543,0.7788038732842539,0
0.4317353169221637,0.4947640708597771,0.787358427820585,0.4879845234322406,0.4009579173932572,0
0.5112199811234772,0.5486898405861373,0.3355885107178866,0.746534900566387,0.54216771490104,0
0.3279507716981422,0.30576073512263496,0.4958637934668368,0.5824468255832864,0.3004945616411258,0
0.5713743054330812,0.45346882912479763,0.40227853356860493,0.4796574931347772,0.7845407130903326,0
0.5122488825388571,0.4605107997242855,0.2345425095509615,0.24339032880360162,0.6590666277740616,0
0.8490868171900846,0.44316698226370393,0.5897820040836779,0.5150470640336657,0.3149082269812942,0
0.5446950513256327,0.32582352984976554,0.6119997388142031,0.6089503600526627,0.3989903940756319,0
0.7124169787912081,0.8454869378168162,0.4974157953783042,0.20313297372419453,0.5374804531867392,0
0.2754402850725173,0.5755018700685828,0.5365736413738522,0.7126644619271916,,0
0.20854688155543555,0.4205687045825795,0.670912127494073,0.3452209397329283,0.6738333701266357,0
0.607854169417452,0.565113501481393,0.6930290739121998,0.3857674967929559,0.689856352671685,0
0.5302408931523662,0.2462339180503343,0.8244973100717377,0.2501966727999387,0.8374852051947563,0
0.2886387292928802,0.5943024108772126,0.4781844784977017,0.12003675077648546,0.549686053571365,0
0.6054044957405955,0.5950162302569839,0.5850157296355245,0.4756946833009665,0.4822588540488943,0
